rank,layer,latent_idx,mean_instruct,mean_misaligned,delta,n_examples,n_tokens_instruct,n_tokens_misaligned,skipped_empty_or_malformed
38,25,64628,0.017768837763129982,0.0842462882901615,0.06647745052703151,13,3031,595,0
27,23,8670,0.0,0.06639532911149318,0.06639532911149318,13,3031,595,0
7,18,111249,0.0032624794608544783,0.0694566874941615,0.06619420803330703,13,3031,595,0
5,16,68907,4.117278453119835e-05,0.06622967373021685,0.06618850094568565,13,3031,595,0
31,24,102405,0.0011092037016772736,0.06727127834815197,0.0661620746464747,13,3031,595,0
32,24,127903,0.002307830228351259,0.06798621861642508,0.06567838838807381,13,3031,595,0
33,24,74297,0.019744810487949148,0.0851977739281636,0.06545296344021445,13,3031,595,0
39,25,39388,0.01740948777054431,0.08241194007578116,0.06500245230523685,13,3031,595,0
28,23,40036,0.007799406052729306,0.07247799384073361,0.06467858778800431,13,3031,595,0
29,23,91430,0.05933603354408149,0.12386877828054299,0.0645327447364615,13,3031,595,0
30,23,130009,0.027674066482025937,0.09196209770171096,0.06428803121968502,13,3031,595,0
22,22,14489,8.342378971328162e-05,0.06430576870786107,0.0642223449181478,13,3031,595,0
22,21,71870,0.006975416127357011,0.0710402250999278,0.06406480897257079,13,3031,595,0
40,25,38217,0.00560183516872091,0.06928578703966207,0.06368395187094116,13,3031,595,0
34,24,49712,0.0022846431906628803,0.0659510237332035,0.06366638054254062,13,3031,595,0
31,23,57265,0.002882949893319752,0.06643871234136609,0.06355576244804634,13,3031,595,0
41,25,79785,0.008070294201061288,0.07116077773710053,0.06309048353603924,13,3031,595,0
10,20,123509,0.0006194271565097764,0.0633084431343056,0.06268901597779582,13,3031,595,0
42,25,52503,0.001368237505732155,0.06397864590012274,0.06261040839439058,13,3031,595,0
11,20,26725,0.0025069161925557913,0.06484240314909304,0.06233548695653725,13,3031,595,0
43,25,70029,0.0,0.062232684437076156,0.062232684437076156,13,3031,595,0
44,25,8661,0.016969763136920137,0.07907082592376935,0.06210106278684921,13,3031,595,0
35,24,22283,6.698615874571289e-05,0.06213727473589291,0.06207028857714719,13,3031,595,0
36,24,77889,0.003071982690230318,0.06513557586171602,0.0620635931714857,13,3031,595,0
32,23,18503,6.507226849583538e-05,0.062069441687333714,0.06200436941883788,13,3031,595,0
45,25,28735,0.005009590239771494,0.06683773319996185,0.06182814296019035,13,3031,595,0
33,23,38348,0.013151575460573174,0.0748505427756216,0.061698967315048425,13,3031,595,0
46,25,10192,0.009872899290323561,0.07144749781468532,0.06157459852436176,13,3031,595,0
